type	tweets 
neg	نترقب الحظات
neg	شهادات جاهزة ومتنوعة تجدوا انواع لشهادات تفوق تميز تحسن مسابقات لوحات عبارات
neg	مافي فض اعتصام توجيه تجمع المهنين يا سودان مافي فض اعتصام توجيه تجمع المهنين يا سودان مافي فض اعتصا
neg	اسمع كلامك اصدقك اشوف افعالك استغرب الم تنعتوهم بالمجوس وحاصرتم قطر بسب إيران وتحاربون إيران اليمن يا قو
neg	الدنيا مبنية التعب
neg	اله يسامحك يا ضياء
neg	تعلم سطايفي بالضبط ولمان حكمو عندو قناطر بصلة ضربوه بروسي والشاحنة سيزي وال
neg	ابشركم فتح
neg	تلاتين بترقص اليلة رقصتنا بكي دي حلاوة شديدة باخ
neg	البعض يقترب منك لمواساتك ليطمئن انك تالم
neg	مبادل جدة المكان متوفر بقي المبادل الجاد المربرب مو متوفر بدات عيوني تقفل نوم
neg	فكرة لفرض رسوم التجار مرفوضة بعذر انهم يريدوا ينفروا المستثمرين ويشردوهم وأي فكرة لفرض رفع رسوم
neg	النور أيها المتوتر
neg	وانا افتش اليوتيوب اتاري انتولغيتوها
neg	برعاية اخوي عبد الرحمن الحميد مسابقه خفيفه صلوا بكى شوقا لرؤيتنا الهم صل وسلم وبار
neg	انتظرك ولازلت متمسك فيك وغيري لأسف فيك يقهرني
neg	بس لايق تيتا اله يلعنكم
neg	الفار عهد خليل جلال
neg	ضرب صوت رعب وربي قوته حسبته برا كنه برا الحوش حق البيت وربي قلبي يدق يومها قوته
neg	يلا نفسي دخلت ياخ انتو حلوين حلا ديل اهلي
neg	لعب فينا البعوض
neg	ابتدى اخلص ليه بس ده احنا هنخلص الثانويه
neg	التعامل السئ لخادمات وعدم احترامهم وكأنهم حشرات واله هالمواقف تصير بينا ونشوفها المربية جات بيتها
neg	خاطري بتوت
neg	عرفته انا صدمة كنت احس شغلهم حلو
neg	شكله ماش
neg	لمجاراه الزعل والرضى تاهت مشاعرنا جيت كلك رضى رحت كلك زعل ياهيه تكفى دخيلك بس عبرنا اعطيك شحم الوعل
neg	رب
neg	سئمت العيش معهم خبثهم ومكرهم ونواياهم أقذر مزابل التاريخ
neg	اشعر بوجع يمزق قلبي گل ليلة يؤذني گثيرا
neg	مرة واحدة
neg	ذي
neg	بنشكر اله انو القلب عضلة مو عظم بضل التعضيل ارحم الكسر
neg	شفتي
neg	الهم وفقني دراستي وسهل اختباراتي
neg	تذكرت نفسي
neg	المرأة تستيقظ الفجر تصلي وتعجن وتخبز وتحضر الفطور لزوجها ترافقه الباب وتدعو بالرزق كوكب نجدها
neg	عمتي الجامعه طلبتج أبا أسبوع بدون اختبارات عمي الدكتور تكفى ترا تكفى تهز رجال
neg	مناحل ابو سلطان اقسم باله عسل سدر طبيعي مضمون
neg	بس بفمي خليتك
neg	اتسمع إلا جيت بروح الديرة
neg	ناس طيبين اوي اوي ليه فضحوني بس
neg	دوريه تشوفني سحبو ليسني مابي اسوق هونت مالي خلق مشاوير
neg	الفل والورد والياسمين
neg	امسية نغم وين وبكم
neg	الاهلي الهلال اكتب توقعك لنتيجة الهلال والاهلي التاق تحدي اسرع روقان وادخل سحب قيمة ايفون
neg	مافي الخير
neg	تكفون ابي يرجع المطر ماشفته
neg	جمهورنا المتبعثر المكسور ياما عطا حاجة ياما وفا قصور ياما انجرح لق
neg	طفل ومعاه جيشه مافيش ابداع
neg	انا اقولها انتي
neg	ليش احس اكسو يرجعون يتجند شيومين انو شي مستحيل
neg	كثير واله
neg	اله يسامح قسم الفيزياء كنت كويس
neg	رسول اله صلى اله وآله ياعلي إني أوصيت فاطمة ابنتي بأشياء وأمرتها تلقيها إليك فأنفذها
neg	فيك لوف جايبة تقريبا ال صح
neg	تشبيه موفق طلال بالعادة أعلق شي يعجبني بس قدرت مش عارفة خطرت لك هكذا صور
neg	الأب رجل مختلف حياة فتاه ولو سألت فتاه تمنى لقالت رجلا كأبي
neg	ايش علمتك الايام لأنك تخابث يوما تنجح علاقاتك ولأنك أنقى ينبغي تقتل أضعف ركن بقلبك ولأنك
neg	هتموتي الحر
neg	بس انا اكره اوكوبو لانها مره خلت اكاري تبكي بس احب سلسلة ايبي
neg	والهى عيب
neg	طلعة شمس صوت اسعاف بتفوت وسع طريق يا جدع معانا وطن بيموت نسا
neg	نه نه دو نفر
neg	جوخ متفائل شبابه الآخر ضرب بالنار والموضوع مخيف والعالم مكان مرعب عزيزتي ماجي
neg	نقول يارب ماتقصر تعوض تعبنا
neg	تكفون اشوف حاط اغنية ضمني ضمني لانها ويع
neg	كربلاءك احسها داري حبيبي حسين
neg	اله يافخر صفرا لاند
neg	الاتحاد يتوج بطلا لدوري الاتحاد مهد بالهبوط رأيت الدهر مختلفا يدور فلا حزنا يدو
neg	الوغد الفيديو أبوه الحد الجنوبي سمع سوت أبوه وقام يبتسي
neg	لعب فينا البعوض
neg	وأنا الحلاق فتحت حساب جزيل حق حلاقي وسويت بنفت بي وقلت ورايح مب دافع لك كاش
neg	كلما تقدم بالمسؤولين العرب العمر تأخر عقلهم وقلت حكمتهم عندهم عقلا وحكمة الأساس يزحفون لإسرا
neg	مين روان
neg	ليتني نمت ابي اشوف
neg	يبالها قلب قوي
neg	سبحانه جلت قدرته
neg	طب كلاميهم يطلعولي بطاقة تموين بقالي سنتين روح تعالي تعالي روح اكني فلسطيني
neg	لنا اله
neg	الناس الطبيعية بصداقتهم تقول احنا مقربين احنا الإخوان الخ باستثناء طبعا سوبر جونيور
neg	بيتقدم الاتحاد ويعطينا امل وبعدها
neg	الحاجة لي تمنيتيها حياتك ديتيها ولالا
neg	انا قلت حاجة
neg	اسمع يتكلم
neg	عيونك تغول ياغزال
neg	سؤال قاعة ألأفراح ليلة الزواج الحريم طاولاتهم مالذ وطاب والرجال ماعندهم قهوه وشاهي
neg	تصبحون خير
neg	
neg	النصر الاتحاد توقع نتيجة مباراه النصر الاتحاد الجائزه لصاحب التوقع الصحيح شروط المسابقه متابعه
neg	الخير
neg	صدقني أحدهم لايحدثك يفكر بك أكثر ماتصور
neg	واله الهلال قاهرني بس يلا مو مشكله نحط الحره الهدايا
neg	نبي التواير مليت شوي ابنشره
neg	
neg	شي يفهمونه يعفسونه عيل الديمقراطية تعني الشعب يحل ويحرم
neg	الناس زي باقي منهم نفرات منهم شوي وينقرضوا
neg	يثبت
neg	لاعلم اين ابدأ لكم يازعماء ماقول اله يصبركم تخبطات زوران اله يستر جاي
neg	أحبك بكل أوتيت مرض صوت الحق لدعم كروب الزهور لدعم النرجس لدعم اميره الموسم عراق الخير
neg	كلمت يقولي ختمت المواد وانا بس ختمت سؤال الكتاب
neg	وانت لي مرحتش
neg	غريب الدار
neg	طيب مب
neg	الصدق ألوم العيال مايبغون يتزوجون الواحد يجمع راتبه عشان مشاريع لزمن ويجي الزواج والمقدمات هذي تشفط شي
neg	قلي تنطق وأنا اشوفك أصنام همها ضيقي وزود احتراقي الشاعر حمود جلوي
neg	صرت أفز نومي أصيح وأقول دخيل اله رجعوه
neg	جاء بالي طول
neg	شنو السالفه اشو صرتي كوري همينه
neg	محآولة نسيآنهآ قر يمسح رسآئلهآ وصورهآ تعثر عينيهآ الصورة الثآلثة فوقع حبهآ مرة أخر
neg	مين دا الكلام
neg	معصيتي راحتي نزلت
neg	رمضان الأبواب تحتاج الظهور بجسم مثالي وانيق داعي لقلق السمنه والوزن الزائد حقيبه التنحيف
neg	حسبنا اله ونعم الوكيل تعليق لك اله يايمن
neg	عندي رهاب الاختبارات وش الحل ساعديني صيحي خلصتي ذاكري دائم أسويها أصير أذاكر مرتاحة لأني طلعت
neg	حرام انا مستقيله ومانتخه البيت
neg	كنت ترى ذكرني
neg	وعدتني بأن بينا أبدي ونسيت أسألك أهو حبك وجعي
neg	تنويه لإخوانا معظم يسخروا تويتاتهم يسخروا حالهم منكم نحترمكم لأنا شعب ونتابع جيدا ونصح
neg	الحلقة السابعة والعشرون السيرة النبوية تغريدات هجرة عمر الخطاب المدينة
neg	تبحث انتصاب اقوى تعاني سرعة القذف آمن لمرضى السكر والضغط مجموعه القدره ال
neg	ياله يانواف
neg	وين الهيبة والصولات والجولات والبابا والبابا جا ويعبدونه والخ واخرتها يسجد عبودية لمخلوقات
neg	عليهم اله يستحقون
neg	ايلاف شوي
neg	جلسة عبادي الرياض نساي وانت الهوى وبالنسبة لي الماي حفلات السعودية الرياض
neg	يعني سياسة فهمانة ضوئية وحدة مسافات مش وقت
neg	ولما انتي تروحي مين هيفضلي
neg	رح احكيلك المثل بس لاتركن كثير اقوال الحجة اله يحفظها
neg	وزعلانه ليه
neg	رأسي سخن الكلام الفارغ
neg	ارجوش خان يدور خرده بالطفاية لان اصلا الخردة مخلصه نص الشهر
neg	هدف سالم حلو بس مامنه فايدة
neg	يقترض إعتمدوا فرق كتابة الملاحظة
neg	ترى واله قلت شعوري قلت نكته
neg	واله اسمه مو زوران يصلح ثوران خلوني اكمل هدايا بس
neg	طيب تبكي
neg	بعيده بس ركزي هالمرة
neg	عندها صور رفيجاتها متحجبات
neg	وهاجر حترجع بكرا وحضل لوحدي
neg	رئيس المجلس العسكري السوداني الجديد اسمه عبدالفتاح اخواني السودانين مبروك اله يفتح عليكم عبدالفتاح
neg	أحبك الهلاك يستوطن قلبي
neg	الورد داخله بقوه انتي الجائزة بتروح
neg	اذكري اله
neg	ليلة جمعه الهم صل وسلم الوتر تصبحون ماتحبون
neg	إلهي بفاطمة ابيها بعلها بنيها والسر المستودع لقد ضاقت الصدور بما رحبت الهم انتقم الظالمين
neg	واله
neg	احكوا لأيام الحلوة تشيل عني البلوك
neg	حاس خسارة
neg	اكثروا الدعاء الشيطان اكثروا دعائكم جمعه شعبان الشيطان
neg	تحاول تعيش أحداث نكتة أيام البلاكبيري
neg	عادي عندهم المدعوم تكلم الداعم تاسف
neg	أشين انواع الزعل أنك تزعل ومحد عنك يعني الزعل غبنه ياهوه تراني زعلان ادرو عني راضوني
neg	الهم اسعدني بالفوز ميلاد جديد يأت اله ۚإن اله لطيف خبير
neg	وإن أتعبك شيء فهناك أتعبه شيء فقل الحمد دائما وابدا
neg	بدون زعل وقول صفتك شهر ميلادك متكبر طيب عصبي جميل حنون شرير متقلب المزاج محبوب
neg	ترى الدنيا ارضي هاشميا
neg	الهم ارحم موتانا اغسل قبورهم غسلت الارض بالمطر الهم امطر عليهم نسائم رحمتك ياله أبوي وأمي
neg	حساب روما نزل اهداف اوندير عودته الاصابه ماركو مشجع لروما هدف منهم بارما سهل لدرجه
neg	خلوكم برلمانكم
neg	مو القصد الاذان نداء لناس يصحو لصلاه وتذكير بوقتها ومايتضايق الصلاه شيطان
neg	خلاص بلا طمع موسم وهما مسيطرين اعتقد النهايه بتكون لصالح بس اتمنى نهايه تليق بالشخصيات وبس
neg	اعرف ترا
neg	الئ الرئيس السوداني الجديد أذا رأيناك علئ حق اعناك وإن رأيناك باطل عارف براك اعتصام القياده العامه
neg	يارب
neg	ترى الرجال كيفهم يبونك تقومين الصبح تسجدين سجدتين وتقومينه وانت تبوسين رجلينه واذا شغله تقرين كت
neg	اكره ماعندي شخصي المفضل يحس بشعور اني اهتم
neg	لك تستسلمي لموت يا عزيزتي الأرواح السبع يقول الجميع أنك تملكينها أنها الأخيرة
neg	عاجل اختفاء الضباط الاشراف زي كانو معانا وقفو البشير يقيفو معانا اب عوف واله بنخليهم الناس تطبع صو
neg	اله انا حيرة
neg	اخ قلبي اله اقسى القلوب وطني يأن الحروب جنينا يا اخي ارتكبنا ذنوب فجميعنا ابناء وطن والح
neg	الخير يا قوم أيام والتحذيرات كميات كبير الأمطار قادمة نحونا تصلنا تباعا ياغرفة طوا
neg	هيوا اله يرحمك
neg	بنفقد الاطراف الهجوم
neg	تكتب اريد الاختفاء العالم تقفل باب الحمام جلست تبكي
neg	ينقصنا اصدقاء يسألون الحال الحقيقي الحال المتعب الحال بخير
neg	اقاليم البنغال الزوجه تسمع كلام زوجها يقومون بحلاقة شعرها وتبقى بيت اهلها حتئ يظهر شعرها وبعد ثلا
neg	جهاز الامن اتفرمت العولاق ده يرجع تاني
neg	رايك الحب الحب نتصور
neg	توقعات سياسية واضح انك ال سعود وتناصرهم فعلا حكام صادقين يوجد فساد وإفساد كبير منهم
neg	شركاء القمه الكل رابح ترقبو اليلة كاش حفلة أكبر الحفلات موعدنا معاكم الساعة جائزة
neg	اسويها ذحين كثير
neg	شاء اله هتبقي ليلة ليلة وليلة عزاء لبتوع حماقي الفرافير
neg	رئيسين يومين قالو الربيع العربي نحنا الكتاحه الأفريقية
neg	انا مواطنة سعودية متضرة البارح الامطار دخلت بيتي وبانت عيوب البناء كله ابي مبادرة انسانية
neg	ربي إنهم كانو يفرحون بالمطر فأمطر قبورهم سحائب رحمتك ومغفرتك وافتح بابا تهب نسائم الجنة يسد ابد
neg	مسا شئ بيتنسي تركت الحب اخدت الاسي
neg	محتاج رقم مفسر احلام يفسر لي الواقع عايش
neg	الحياة مواقف تصدمگ مواقف تبكيگ مواقف بحاجة لتجاهلها وتبقى هناگ مواقف تنسى
neg	مآ رآح أضرهہ آبسكت وآبتعد وآنسى بس آني أسامحهہ واله مآ أسامحهہ
neg	لالا ثمود
neg	موت الإنسان ينام ينسى يسرح ويشتاق لماضي
neg	حلم جالس يتكر كمل أسبوع وكل أقوم النوم اشوف الشخص راسل لي احس شي بيصير قريب
neg	السلام ياحجة اله أرضه السلام ياعين اله خلقه السلام يانور اله يهتدي المهتدين وي
neg	واله ماجاب العار انتي وشكالكم واله وضح انج ادرب
neg	اله يسرها
neg	يان بابا حركات يقول بروح مشوار فجاه يصور بالملعب ياهو ايش جحد بناته
neg	انا مريضه ادعولي دعوه لعلها تستجاب
neg	ضاع منك زحام الناس وأنا أكثر شخص حبك وإنت تدري ركز
neg	تحدوا ارقام وخلونا نبدل جهد بدون تحديد ارقام لان تركيزنا بالارقام يخلينا جبناها نحس باحباط
neg	تاكد المواجع تأتيك إلا شخص أحبته بشدة
neg	انا مريضه ادعولي دعوه لعلها تستجاب
neg	تعلم اغلب شايفين انفسهم الكترونيا محد معطيهم وجه واقعيا
neg	اله اله الذوق مثلي
neg	اعلن كرهي الشديد المسلسل والسب المقطع المستفز
neg	لعب فينا البعوض
neg	بعرف ليش
neg	كلنا اتأذينا ناس عمرنا فكرنا بس انهم يزعلونا
neg	الهم امين يارب العالمين حسبنا اله ونعم الوكيل
neg	جديد تنطح الجبال يا وسيم الم
neg	تعلمون تعلمون قلبي غرفة صغيرة مغلقة يسكنها إلا فارسة أحلامي وباقي الغرف لضيوف والأرامل وال
neg	كأنهم بخبطو براسي
neg	رئيسين يومين قالو الربيع العربي نحنا الكتاحه الأفريقية اعتصام القياده العامه
neg	لاتغار وقلبي وعيوني متلين فيك
neg	صدق الاقارب عقارب
neg	حلوه بس الشعر
neg	الاهلي الهلال هذي التغريده تحدي روقان واسرع فاز الهلال شاء اله اسرع يوزع قيمة ايفون
neg	دقائق عٺاب خيرا عداوھ ابديہ
neg	والمدرسين يداوموا يعني
neg	الواحد اله خاطر يقوم النوم يتعامل مخلوق
neg	الاهلي الهلال مباراة نقطة التحول الطرد واستبدال فتاح اجتهادات لاعبي الاهلي تكفي لإدراك الت
neg	السبت يا أحبه تعلمون
neg	تعايش معاها ليش دخول القبر الاستقلال الهلال شباب العالمي ابطال الدوري
neg	خايف الاتحاد
neg	احيانا قلبك يريد مشكلة الناس تعودو إنك ماتزعل خلاص يفلونها يحسبونك خشبه
neg	لغز
neg	يلعب الحبلين مو خاين بالعكس لياقة
neg	وربي فتره يتندمون ايامه لعبه يمارسوها الدول العربيه يخربوها بحجة رفع الظل
neg	أولهم الكلب هاد
neg	مناحل ابو سلطان اقسم باله عسل سدر طبيعي مضمون
neg	طرف لجنة المنشطات تصدر بيانا رسميا بخصوص عينه إيجابيه لأحد الاعبين دوري المحترفين واله
neg	هذاك الحين الوضع حفالي
neg	دريتي حسبي اله صدموني انا وساره
neg	صباآح جديد يجعلنا نشعر بالحياة جديد
neg	باقي تسالو هالاسئله وباقي التفاعل
neg	ايش علمتك الايام لأنك تخابث يوما تنجح علاقاتك ولأنك أنقى ينبغي تقتل أضعف ركن بقلبك ولأنك
neg	تلاتين بترقص اليلة رقصتنا بكي دي حلاوة شديدة باخ
neg	ليتني ثلجة وارتميت عليكم
neg	جيتك عشان ارتاح جيت أحارب بس أقول دب الرياض
neg	النصر الاتحاد توقع نتيجة مباراه النصر الاتحاد الجائزه لصاحب التوقع الصحيح شروط المسابقه متابعه
neg	مره عطست بجنب وايت زمان اشتغل عطستي اشتغل طول
neg	أصبحت سلوكيات ضيع ثقافته ليحاول ندا لثقافتنا طريق الترويج لثقافات معروفه ومعلومة لكل استوقفت
neg	دم الشهيد يروح هدر تسقط اعتصام القياده العامه
neg	مافي فض اعتصام توجيه تجمع المهنين يا سودان مافي فض اعتصام توجيه تجمع المهنين يا سودان مافي فض اعتصا
neg	اعتبرني حياتك نقيا الداخل يمنحك اله نورا تعلم يحبك الناس
neg	اغنيه مكملناش تامر عاشور بصوتي
neg	ابوقحط جد ليش
neg	السهل تضع يدك فمك كي لآ تكلم آلصعب تضع يدك قلبك
neg	ليبيا معارك دائره الخائن حفتر والمجلس الوطني لوفاق السودان ثوره وانقلابات وانشقاقات الجزائر ثوره وعي عشا
neg	محزن بجد
neg	نواف العابد لاعلم سب اصابتي يعرف الاثنين جماهير الهلال بالرياض لازم يجبرونهم يروحون
neg	حان اسدال الستار الهراء المسرحي
neg	الحب يكذب وإن خابت توقعاتك مرحلة طريقك مسدود فصدق قلبك وكذبت مشاعر صاحبك
neg	الخير
neg	يسلام الضحك يدق بابك فجأة
neg	شلونكم انا بعيوني أشك أشك بعيونكم كاظم الركابي شعر شعبي عراقي
neg	قاعد اصيح
neg	اصعب وضع انا نفسي ارسم ويعجبني وابدأ الون ومرة تعجبني اخلصها تنرفزني احس رسماتي تفقد بريقها بسرع
neg	الحياة رحمة اله
neg	وفوضت أمري إليك ملفات الهموم رفعت إليه سبحانه الائق تلاحقها بالتفكير نم هانئا
neg	تبكي يلاحظ دموعك وعندما تفرح يرى ابتسامتك بس جرب أضرط الكل ينقلب كلب بوليسي
neg	سهل أستغني عنك طول ماغرورك أقوي منك هابعد واسيبك لضحيه غيري ومش هاعاتبك قابلتك
neg	الخير
neg	سويتها وبرضو ماطلع شي
neg	ليش محد علمني كنت نايمه امطار الشرقيه
neg	يلا ربنا معاك
neg	تره المشتاك تالي اليل يرفس گلب عافيته يخلص اليل رايح راد يسأل وين تاليته
neg	تذكير الجمعه اجازه وراحه الرتويت الاجباري والتبادل ودي الاعضاء الساعه
neg	مامر نصف العمر كنه ضجيج أطفال بقى نصفه دلته مابعد فاحت راسي رغم ميل الدهر مامال سحابة حزن تمطر العام أنزاحت
neg	مثانه بوليه رياكتد هاها
neg	لماذا تفعل شيئا يجعلني أشعر بأنك تستحق أعنيه أجلك
neg	تحلم الخرفان بخيرات بلادها مادامها خرفان خانعه ويحكمها كلاب
neg	تمني اليله شوفتك وحبة خشمك ياغلامن فقدابوي
neg	بليز تحشر خشمك عندي انا اسأل وحده اسألتك ملقوف
neg	ينفع رمضان واله بدل اجلس اصب وغيري ياكل ويشرب
neg	ارجوكم اتوجهو لقياده تمثيليه بتاعت ضرب رصاص الهوا وبيقولو ديل قناصين عشان الناس تخاف وبيشيلو المتاريس
neg	زلزل الملعب نصرنا بيلعب النصر الاتحاد عبدالرزاق حمد اله مباراة الهلال كلمه لتاريخ ماتثق
neg	وتلعن نفسها لعنه
neg	الخير
neg	والعبادات ليست ثقيلة القلوب خربتها الذنوب أثقلتها فاستغفروا
neg	تكن دمعات لهيب فاض بركان
neg	الخير لشخص مرمطته الحياة وباقي قول فيروز ضحكات عيونو ثابتين مابينقصو
neg	ايش علمتك الايام لأنك تخابث يوما تنجح علاقاتك ولأنك أنقى ينبغي تقتل أضعف ركن بقلبك ولأنك
neg	احس بصيح الفرحه لانه فاز
neg	بتجوز وعمرها وبتساوي حفلة توديع العزوبية اساس عشتي العزوبية ساوي حفلة توديع الطفولة احسنلك
neg	نذاكر وتعبنا
neg	مين فينا مش عارف يحق حلم اتولد معاه السب بس الوحيد ناس شغلتها الدنيا تسرق احلام
neg	هاي القصه تصلح لمسلسل رمضاني
neg	محتاجين قائر النهارده قدها يا اهلي
neg	بس هيك مسموح
neg	اوه اوه ياندم ياقلبي انظلم
neg	ارجع نام عادي
neg	أجمل الطفولة تجد ابتسامتهم البراءة تعاملاتهم البساطة
neg	خلينا ساكتين
neg	آخر موظف وظيفته يجرب العبة وشكله طفشان وش رايك بوظيفة مثلها
neg	انا خايفة التعليم يموتني مايموت
neg	ينفذ الإرشاد الأكاديمي بثانوية الخوارزمي مبادرة بعنوان تختار تخصك الجامعي بحضور عميد كلية العلوم والآداب
neg	صوت المطر عود بذكراك
neg	نحاول نعدله الحين
neg	موسي مجدي يا ناس
neg	كنت منقهور لأسف
neg	اكرمو حولگم بكلمات جميله وافعال اجمل فلقد خلقنا لفتره
neg	هاي يجي يدردش معي
neg	يا اخوانا اله لسة مطالبنا أتحق مطلب عليكم اله الناس تخاذل
neg	متذكرين بتنتظروا بيان التجمع جدول الاسبوع الجديد اسي عامل محل سياسي داير اشك فيهم الث
neg	عشت أقتنعت الاستمرار العتب تعب والتجاهل أفضل نقاش يثمر شيء
neg	طح سعدك تقوليلي عطيني ماما نعطيك تو نوريك دورى يعطيك
neg	متأكد الجبيل
neg	يزف كمارو
neg	المفروض تأتي الرياح بما تشاهي السفن اضاع الهلال الدوري مباراة الوحدة
neg	يا اخوانا اله لسة مطالبنا أتحق مطلب عليكم اله الناس تخاذل
neg	لست عاديا بالنسبة لي دائما أراك أنك الشي الوحيد يجعل الحياة مكنة وقابلة لعيش مايؤذيني
neg	نمت سعتين امل لاقيها وصلت
neg	شر
neg	كاري المنتظر
neg	هوب اعتراض
neg	يعنى حضرتك تقصد اية
neg	فعلا مقرف
neg	انت خلصتو
neg	متسرعه كتير بردك ياصفاء المسئله مش ازا عندي مشكلتي تعليقي كلامك تعم
neg	بدي أقرأ هالرواية صوتيا بكيت ومو قادرة أكمل ياله جملة وحدة هزتني هز توفي طفلي
neg	طيب يروح ينهق بعيد عنا نطالب ادارة تويتر بفتح قسم النهيق لبعض الحمير منوع التغريد عندنا
neg	الخذلان يجعلك تعلم لغة الصمت وبعدها تعاتب
neg	ليتني نشيت
neg	الساعه تجديد رصيد الاعضاء لكل عضو تغريدات باليوم أجباري أختياري
neg	إوعي تسيب بيحبك وقت محتاجلك وإفتكر إنه قالك إنه مالوش غيرك بلاش تكسر قلبه وقت ضعفه
neg	مافي فض اعتصام توجيه تجمع المهنين يا سودان مافي فض اعتصام توجيه تجمع المهنين يا سودان مافي فض اعتصا
neg	النصر الاتحاد توقع نتيجة مباراه النصر الاتحاد الجائزه لصاحب التوقع الصحيح شروط المسابقه متابعه
neg	خليگي نآرگ ليلگ ونهآرگ مش هسآل فيگي زي زمآن فلفل شطآ فلفل وگمون بقي يآ معرقبة ميگنش غيري
neg	الشخص تحب ربك صدقني تقدر تكر حتئ أوجع قلبك مر بالظبط جاء فبالك
neg	طيب واختكم الفقراويه تقهرونه
neg	انفجار غضب الشعبي فيديو اخر مظاهرات عارمة الاهواز
neg	لانك مو نعسانه
neg	رئيسين يومين قالو الربيع العربي نحنا الكتاحه الأفريقية
neg	اخواتي واخواني بيتخانقوا لايف وبينشروا الشتائم المتبادلة واله أحترمكم الاتنين وأنتم احسن الناس تو
neg	الراحمون يرحمهم الرحمن
neg	صياح جماعي
neg	الاتحاد النصر باذن اله الاتحاد يفوز
neg	الظهورقريب رائحة شهر رمضان تزداد يوما لتعلن قربه الهم بلغنا شهرمضان بس شي نتظره شهرمضان
neg	واله الثلاثة اتفه العروس كريهة شو يعني الام ركبت العريس دراما حبتين طلقها عشي تافه الام نشبة لزقة
neg	الهم اشفي مرضى السرطان وخف عليهم ألم يشعرون الهم اشفي فرح البلوشي وطهر جسدها واسكب انهارا الرا
neg	النسخة الجاية انتظروني
neg	وجود الاخت البنت بيفرق فعلا
neg	تلاتين بترقص اليلة رقصتنا بكي دي حلاوة شديدة باخ
neg	الهم ارحم امي وابوي واخوي والديهم وذريتهم واموات المسلمين اجمعين
neg	البكاء راحه
neg	الدرب دربي العنوان عنواني البلاد الأوطان أوطاني المغيبة جب الزمان الصد
neg	امي الغاليه شهر حالة غيبوبة وإذا مرضت يشفين الهم اشفي امي شفاء يغادره سقما
neg	تعايشت مره وجبت العيد سو
neg	التعامل السئ لخادمات وعدم احترامهم وكأنهم حشرات واله هالمواقف تصير بينا ونشوفها المربية جات بيتها
neg	يقول إبن القيم رحمه اله القلب كلما اشتدت الغفلة اشتدت القسوة فإذا ذكر اله
neg	واله الثلاثة اتفه العروس كريهة شو يعني الام ركبت العريس دراما حبتين طلقها عشي تافه الام نشبة لزقة
neg	اختارك انت روحي
neg	سمعتهم يقولون بإجماع الأمة الكلب نجس ولعابه نجس وكل مافيه نجس الكلب فكر جديد
neg	ليعلم قلبك أني أحبك قدرتي أكثر أراد مقدار الهوى حدود رغبتي وأعظم قسوة قلب تحول لين
neg	بجد نفسي حد يدخل حياتي تافه كدا يحكيلي حدوته يبقا هلاس بقا مش النكد عايشه الدي ام
neg	عايز تضاعف انتاجك تسلم شغلك وقت قياسي بأعلي جودة تحق المعادلة الصعبة توب ليزر حلتهالك ماكينة اليزر
neg	ماشاء اله صوته يابختكم احنا يأذن عندنا هندي
neg	يارب ريحني هالألم جالسه احس
neg	تعديل فعالية حظ شوي صاحب الرتويت رقم هالتغريدة صاحب الرتويت رقم هالتغري
neg	عطيت وما خذيت ندامه
neg	خلصت الجامعة انتظام والحين تقولي انتساب خير اختبار الهئية
neg	عاوزين رأي حبي وابعدوا قلبي رأي فريد الاطرش فكروا تاني لاني مش هتساهل حبي وغيرت دي مش بايدي وي
neg	يحليلك ليش منكد عمرك صاحب الفرح والسعادة بدلهم
neg	صح شلون
neg	اله المستعان بس
neg	اه واله فعلا
neg	الاهلي الهلال اكتب توقعك لنتيجة الهلال والاهلي التاق تحدي اسرع روقان وادخل سحب قيمة ايفون
neg	أجتمع الداء والدواء
neg	أكيد بسب الأفاتار يا صبحي
neg	يتي كميلة قلوبي فالمستقبل
neg	النهايه تطلع امك وخالتك نايمه احسن لي
neg	سفك دم شهيد
neg	وماذا ابتلي بحب الم يكفي ألم البعد يذوق ألم الأشتياق
neg	المفروض اسوي جذي بس عشان اكمل ستريم لازم استخدم لاني بروح اكمل حياتي نسيتها نزل الالبوم
neg	جيبولي عود
neg	اياك تؤذي نفسآ ولو تكن البشر
neg	انا عايز اروح ستاربكس
neg	مش قلتي نبوا عطلة الاجتماعات عشان نرقدوا
neg	ياس كملوا هيك
neg	زعيم تويتر فولورز اهلاوي ربنا يريح قلب حاس بحاجات مش قادر يشرحها لحد
neg	الرافضي الإباضي التنويري العلماني كلهم حرب السنة تسجيل قيم نافع يبين ضلالات الفرق
neg	الاتحاد الاتحاد يتوج بطلا لدوري الاتحاد مهد بالهبوط رأيت الدهر مختلفا يدور فلا
neg	بصير مثلك
neg	الجبيل البلد الجبيل الصناعية امطار الشرقيه اصلا عادي تداوم والجو
neg	الحمد واشكر
neg	ويحدث نشتهي رحيلا أنفسنا نعلم
neg	يضحك حسته بريئ
neg	بحرنا احسن منكم شوفيها تغلط بحرنا
neg	الحاجات ال بتيجي فوات أوانها مبيبقاش ليها معني بتكون فقدت الشغف بتاعها
neg	تذكير الجمعه اجازه وراحه الرتويت الاجباري والتبادل ودي الاعضاء الساعه
neg	لاأهجر أحدا ولڪني قسيت أڪون شيئا لايطاق احذر
neg	عجزت آعديهآا ڪل مرهۂ آليوم وضع آلضيق
